Date,Department,Category,Region,Budget Amount,Actual Amount,Payment Method,Transaction ID,Variance,Variance %
2021-02-22,Marketing,Travel,Central,69839,13077,Cash,TXN107246,-56762,-81.27550509027907
2023-07-29,Finance,Utilities,East,105504,156232,Card,TXN107247,50728,48.08158932362754
2022-06-04,HR,Marketing,South,33457,32723,Bank Transfer,TXN107248,-734,-2.1938607765191143
2021-05-27,HR,Training,North,104056,24019,Card,TXN107249,-80037,-76.9172368724533
2022-09-21,Operations,Training,Central,141896,49006,Card,TXN107250,-92890,-65.4634380109376
2021-10-26,Sales,Travel,North,112906,66611,UPI,TXN107251,-46295,-41.00313535153136
2023-02-28,IT,Training,Central,26734,89152,Bank Transfer,TXN107252,62418,233.47796813047057
2023-04-30,HR,Travel,West,40659,156957,Cash,TXN107253,116298,286.032612705674
2021-06-27,Finance,Infrastructure,Central,17894,137677,UPI,TXN107254,119783,669.4031518944897
2023-04-22,Sales,Utilities,West,120317,75200,Card,TXN107255,-45117,-37.49844161672914
2023-05-28,IT,Marketing,East,120167,145668,Bank Transfer,TXN107256,25501,21.22130035700317
2023-01-29,IT,Training,North,113295,129353,UPI,TXN107257,16058,14.173617547111522
2023-12-28,IT,Utilities,Central,12509,20232,Cash,TXN107258,7723,61.73954752578143
2022-03-21,IT,Utilities,Central,78208,106189,Card,TXN107259,27981,35.77766980360065
2022-12-09,Operations,Utilities,South,79694,51963,Bank Transfer,TXN107260,-27731,-34.79684794338344
2022-08-25,IT,Salaries,North,120592,26406,UPI,TXN107261,-94186,-78.1030250762903
2021-05-25,Sales,Utilities,East,130925,129897,UPI,TXN107262,-1028,-0.7851823563108651
2021-10-02,HR,Travel,West,131714,135162,Card,TXN107263,3448,2.61779309716507
2022-05-24,Sales,Salaries,East,41171,17379,UPI,TXN107264,-23792,-57.78824901022565
2023-01-23,Finance,Salaries,South,34525,163486,Cash,TXN107265,128961,373.5293265749457
2022-04-22,Marketing,Utilities,East,36513,11053,Cash,TXN107266,-25460,-69.72858981732534
2022-10-28,Operations,Training,West,131867,108347,Cash,TXN107267,-23520,-17.836153093647386
2022-07-22,Operations,Training,North,146869,99388,Bank Transfer,TXN107268,-47481,-32.328810027984126
2022-06-15,Finance,Training,South,140467,160310,UPI,TXN107269,19843,14.126449628738422
2021-06-08,Sales,Training,Central,124447,135445,Cash,TXN107270,10998,8.83749708711339
2022-11-12,Sales,Travel,Central,114384,27338,Cash,TXN107271,-87046,-76.09980416841516
2021-01-23,Finance,Training,North,148818,16455,Bank Transfer,TXN107272,-132363,-88.94286981413538
2023-12-07,Marketing,Marketing,East,99254,93211,UPI,TXN107273,-6043,-6.088419610292784
2022-06-09,IT,Utilities,Central,118797,135742,Cash,TXN107274,16945,14.263828211150113
2022-12-30,IT,Salaries,South,34316,100805,Cash,TXN107275,66489,193.75509966196526
2021-05-24,HR,Marketing,West,67077,33805,Cash,TXN107276,-33272,-49.602695409752975
2022-10-30,Sales,Training,East,38880,125704,Bank Transfer,TXN107277,86824,223.3127572016461
2022-11-12,Sales,Marketing,West,45950,64109,UPI,TXN107278,18159,39.51904243743199
2023-08-31,Finance,Salaries,East,30829,94053,Cash,TXN107279,63224,205.07963281326025
2023-03-10,Finance,Training,South,105564,29144,Card,TXN107280,-76420,-72.39210336857262
2021-03-26,IT,Marketing,West,70495,169109,Bank Transfer,TXN107281,98614,139.88793531456133
2022-02-20,Sales,Travel,South,83107,29249,Card,TXN107282,-53858,-64.8056120423069
2022-11-25,Sales,Travel,West,57068,123160,UPI,TXN107283,66092,115.81271465619962
2022-04-27,Operations,Utilities,East,93271,81239,Bank Transfer,TXN107284,-12032,-12.900043957929045
2022-04-01,HR,Utilities,South,15613,39076,Bank Transfer,TXN107285,23463,150.2786139755332
2023-04-07,HR,Marketing,East,142346,118073,Bank Transfer,TXN107286,-24273,-17.05211245837607
2021-10-24,IT,Salaries,East,47030,78210,UPI,TXN107287,31180,66.29810759089942
2023-08-08,Marketing,Travel,West,103726,45098,Card,TXN107288,-58628,-56.52199062915759
2022-11-11,Sales,Infrastructure,West,65119,59293,Cash,TXN107289,-5826,-8.946697584422365
2022-01-13,Operations,Utilities,South,95654,68230,UPI,TXN107290,-27424,-28.669998118217745
2022-02-25,Sales,Travel,Central,134065,145404,Cash,TXN107291,11339,8.45783761608175
2021-04-15,Finance,Training,North,83311,102856,Cash,TXN107292,19545,23.46028735701168
2021-11-26,IT,Marketing,West,107552,54764,Cash,TXN107293,-52788,-49.081374590895564
2022-03-15,Marketing,Travel,East,133754,73501,Bank Transfer,TXN107294,-60253,-45.04762474393289
2022-01-17,HR,Travel,North,42279,28495,Bank Transfer,TXN107295,-13784,-32.60247404148632
2021-05-18,Sales,Marketing,South,64690,32939,Card,TXN107296,-31751,-49.08177461740609
2023-08-01,Marketing,Utilities,North,129190,125145,UPI,TXN107297,-4045,-3.1310472946822507
2023-04-23,IT,Utilities,North,120996,30701,Cash,TXN107298,-90295,-74.62643393170022
2021-09-27,HR,Infrastructure,Central,79906,92153,UPI,TXN107299,12247,15.326758941756562
2022-01-31,Sales,Infrastructure,Central,29782,121693,UPI,TXN107300,91911,308.6125847827547
2023-07-02,Operations,Utilities,North,32829,134029,UPI,TXN107301,101200,308.26403484723875
2022-04-09,IT,Utilities,Central,141404,168278,Bank Transfer,TXN107302,26874,19.0051200814687
2022-03-26,Sales,Utilities,Central,51986,162128,Cash,TXN107303,110142,211.8685800023083
2021-01-20,HR,Utilities,North,62385,51129,Cash,TXN107304,-11256,-18.042798749699447
2021-08-27,HR,Travel,West,28616,143395,UPI,TXN107305,114779,401.1007827788649
2022-02-22,Operations,Infrastructure,Central,63109,103406,Card,TXN107306,40297,63.85301621004928
2023-11-21,IT,Marketing,North,102729,87754,Bank Transfer,TXN107307,-14975,-14.577188525148694
2021-07-05,IT,Salaries,West,15282,151374,UPI,TXN107308,136092,890.5378877110327
2021-09-10,Marketing,Marketing,Central,31524,86426,UPI,TXN107309,54902,174.15937063824387
2021-01-19,Sales,Training,North,17744,127713,Cash,TXN107310,109969,619.7531559963932
2022-12-13,Marketing,Salaries,Central,146769,81019,Card,TXN107311,-65750,-44.798288466910584
2021-08-11,HR,Travel,West,78905,135032,UPI,TXN107312,56127,71.1323743742475
2021-01-03,HR,Training,North,118482,158676,Card,TXN107313,40194,33.92414037575328
2023-05-04,Operations,Infrastructure,West,16553,67799,Cash,TXN107314,51246,309.58738597233133
2021-08-16,Operations,Salaries,East,136343,94547,Cash,TXN107315,-41796,-30.655039129254895
2023-07-02,IT,Utilities,South,59316,11440,UPI,TXN107316,-47876,-80.71346685548588
2022-05-14,Marketing,Training,East,20183,79268,Card,TXN107317,59085,292.74637070802163
2022-06-05,HR,Travel,Central,131937,13152,UPI,TXN107318,-118785,-90.03160599376976
2022-12-03,Sales,Salaries,West,114706,132446,UPI,TXN107319,17740,15.465625163461372
2023-07-06,Finance,Utilities,North,125815,37345,UPI,TXN107320,-88470,-70.31752970631483
2021-10-18,Sales,Training,West,149133,129705,UPI,TXN107321,-19428,-13.027297781175193
2023-12-13,Operations,Travel,Central,10368,17501,Card,TXN107322,7133,68.79822530864197
2022-12-16,Sales,Training,North,136277,165356,UPI,TXN107323,29079,21.338156842313815
2023-08-06,HR,Salaries,East,65015,160278,Cash,TXN107324,95263,146.52464815811737
2022-10-10,Marketing,Utilities,West,15304,133044,Cash,TXN107325,117740,769.3413486670152
2023-10-25,IT,Infrastructure,South,65689,55099,Card,TXN107326,-10590,-16.121420633591622
2022-11-15,Marketing,Travel,Central,38806,91707,UPI,TXN107327,52901,136.32170282945935
2023-05-20,Finance,Salaries,Central,61244,131600,UPI,TXN107328,70356,114.87819214943504
2023-12-07,IT,Utilities,West,74412,11857,Bank Transfer,TXN107329,-62555,-84.06574208461001
2021-04-04,Finance,Infrastructure,East,10594,42955,UPI,TXN107330,32361,305.46535774966964
2023-07-29,Finance,Training,East,27829,60904,Card,TXN107331,33075,118.85083905278665
2022-07-14,HR,Utilities,South,32424,85967,Card,TXN107332,53543,165.13385146804836
2021-08-01,HR,Infrastructure,South,134220,8780,Bank Transfer,TXN107333,-125440,-93.45850096855908
2022-03-12,Operations,Salaries,West,31015,168635,Cash,TXN107334,137620,443.72078026761244
2023-05-02,Operations,Utilities,North,35209,155345,Card,TXN107335,120136,341.2082138089693
2022-05-23,Finance,Utilities,East,130880,137611,UPI,TXN107336,6731,5.142878973105135
2023-04-16,Marketing,Marketing,North,132841,25013,UPI,TXN107337,-107828,-81.17072289428715
2022-10-13,Operations,Travel,North,31140,112033,Cash,TXN107338,80893,259.77199743095696
2021-07-24,HR,Utilities,West,115144,110834,Bank Transfer,TXN107339,-4310,-3.7431390259153754
2022-01-16,Operations,Infrastructure,South,69816,13664,Card,TXN107340,-56152,-80.42855505901227
2021-03-18,Finance,Travel,North,113154,126609,UPI,TXN107341,13455,11.890874383583434
2023-03-27,IT,Salaries,West,93813,31618,Cash,TXN107342,-62195,-66.29678189589929
2023-02-07,Marketing,Travel,South,57764,155253,Cash,TXN107343,97489,168.771206980126
2022-02-14,Marketing,Marketing,North,102227,106083,Cash,TXN107344,3856,3.771997613155037
2021-04-16,Sales,Salaries,North,92428,84854,UPI,TXN107345,-7574,-8.194486519236595
2022-07-05,Operations,Utilities,South,81889,63729,Cash,TXN107346,-18160,-22.176360683364067
2023-04-06,Marketing,Training,South,12751,52102,Cash,TXN107347,39351,308.6110893263273
2021-03-29,HR,Salaries,Central,56379,148893,Cash,TXN107348,92514,164.09301335603683
2023-05-31,IT,Salaries,Central,20363,58625,Card,TXN107349,38262,187.89962186318323
2022-06-24,HR,Marketing,West,29227,98591,UPI,TXN107350,69364,237.3284976220618
2021-09-02,Operations,Infrastructure,West,84019,103374,Card,TXN107351,19355,23.036456039705307
2022-08-01,Finance,Salaries,East,118414,24944,Bank Transfer,TXN107352,-93470,-78.93492323542824
2023-09-09,Sales,Infrastructure,Central,125499,72933,Cash,TXN107353,-52566,-41.88559271388617
2022-12-18,Sales,Travel,South,126785,141767,UPI,TXN107354,14982,11.816855306227076
2021-05-22,IT,Training,Central,118505,146982,Bank Transfer,TXN107355,28477,24.030209695793424
2023-06-12,Marketing,Marketing,West,59008,22803,Card,TXN107356,-36205,-61.35608731019523
2021-12-18,Marketing,Utilities,West,76185,80996,Bank Transfer,TXN107357,4811,6.31489138281814
2022-06-29,Marketing,Salaries,West,108864,108307,Card,TXN107358,-557,-0.5116475602586714
2023-07-02,Sales,Training,South,51729,151480,UPI,TXN107359,99751,192.8338069554795
2021-06-01,Finance,Training,North,42034,106257,Card,TXN107360,64223,152.78821906076035
2022-10-15,Marketing,Infrastructure,West,76039,42229,Bank Transfer,TXN107361,-33810,-44.464025039782214
2023-08-16,HR,Salaries,Central,35203,37460,Card,TXN107362,2257,6.411385393290344
2023-02-02,Marketing,Training,North,24996,37796,Card,TXN107363,12800,51.20819331092975
2022-09-16,Finance,Marketing,Central,119880,49966,Bank Transfer,TXN107364,-69914,-58.31998665331999
2022-10-18,IT,Utilities,West,42602,118778,Bank Transfer,TXN107365,76176,178.80850664288062
2022-03-26,IT,Travel,South,37935,78814,Cash,TXN107366,40879,107.76064320548306
2022-12-22,Sales,Travel,North,40425,14825,Bank Transfer,TXN107367,-25600,-63.32714904143476
2021-02-12,Finance,Infrastructure,North,131339,48822,Card,TXN107368,-82517,-62.827492214802916
2021-09-21,HR,Training,West,72534,78835,UPI,TXN107369,6301,8.686960597788623
2023-10-24,Finance,Travel,West,55216,122094,UPI,TXN107370,66878,121.12068965517241
2022-08-19,HR,Infrastructure,West,89632,113683,Cash,TXN107371,24051,26.83305069617993
2023-11-06,HR,Utilities,East,44942,107304,Card,TXN107372,62362,138.76106982332786
2023-12-19,Finance,Salaries,South,13527,159203,Bank Transfer,TXN107373,145676,1076.9276262290234
2023-10-10,Operations,Marketing,South,23993,74265,Card,TXN107374,50272,209.52777893552286
2021-06-26,Finance,Utilities,West,40224,164080,Bank Transfer,TXN107375,123856,307.9156722354813
2021-03-04,HR,Utilities,East,15423,159393,Bank Transfer,TXN107376,143970,933.4759774362965
2023-08-16,Marketing,Travel,West,37113,141882,Bank Transfer,TXN107377,104769,282.29730822083906
2023-09-30,IT,Travel,West,53246,47231,Cash,TXN107378,-6015,-11.296623220523609
2022-07-15,IT,Marketing,South,36833,156577,Bank Transfer,TXN107379,119744,325.0997746585942
2023-08-13,Sales,Salaries,East,25928,21135,Card,TXN107380,-4793,-18.485806849737735
2023-04-30,IT,Utilities,South,131190,37838,Cash,TXN107381,-93352,-71.15786264196966
2022-08-27,Operations,Training,West,56268,158872,Cash,TXN107382,102604,182.34875950806853
2022-08-29,HR,Travel,Central,70924,63132,UPI,TXN107383,-7792,-10.986407986013196
2023-04-10,Finance,Utilities,North,99643,153763,Cash,TXN107384,54120,54.31390062523208
2023-01-16,Finance,Salaries,West,91814,117438,Card,TXN107385,25624,27.908597817326335
2022-07-12,Operations,Infrastructure,East,84361,17806,UPI,TXN107386,-66555,-78.89309040907528
2021-03-05,IT,Salaries,Central,34372,39588,Bank Transfer,TXN107387,5216,15.175142557895963
2023-07-31,HR,Utilities,East,59652,146594,UPI,TXN107388,86942,145.7486756521156
2021-09-06,IT,Utilities,West,11563,69869,Cash,TXN107389,58306,504.24630286257894
2023-07-29,Sales,Marketing,West,30459,58214,Bank Transfer,TXN107390,27755,91.12249253094323
2021-06-06,IT,Utilities,North,99606,48238,Bank Transfer,TXN107391,-51368,-51.5711904905327
2023-01-05,Sales,Travel,East,99219,105828,Card,TXN107392,6609,6.661022586399783
2023-09-12,Finance,Training,Central,52877,128155,Cash,TXN107393,75278,142.36435501257637
2023-12-26,HR,Marketing,North,44096,135404,Card,TXN107394,91308,207.0664005805515
2022-10-24,Marketing,Utilities,East,24134,152669,Cash,TXN107395,128535,532.5888787602552
2023-11-10,Sales,Salaries,West,33902,111747,Cash,TXN107396,77845,229.61772166833816
2021-02-02,IT,Utilities,North,36117,145006,Bank Transfer,TXN107397,108889,301.4896032339342
2022-07-12,IT,Salaries,West,12766,73745,Bank Transfer,TXN107398,60979,477.66724110919625
2021-03-14,Finance,Salaries,South,61979,135566,UPI,TXN107399,73587,118.72892431307378
2023-04-05,Operations,Utilities,South,107520,98978,Cash,TXN107400,-8542,-7.9445684523809526
2023-12-15,Marketing,Salaries,North,36360,110244,Cash,TXN107401,73884,203.20132013201322
2021-03-02,Operations,Training,North,15605,88315,Bank Transfer,TXN107402,72710,465.94040371675743
2021-09-29,IT,Infrastructure,East,109437,129988,Cash,TXN107403,20551,18.778840794246918
2021-09-03,Operations,Marketing,Central,54349,93449,Cash,TXN107404,39100,71.94244604316546
2022-09-20,Marketing,Utilities,Central,126546,147480,Cash,TXN107405,20934,16.542601109477975
2022-12-06,Marketing,Infrastructure,South,65371,128213,Card,TXN107406,62842,96.13131204968563
2022-10-24,HR,Salaries,South,136733,54508,UPI,TXN107407,-82225,-60.13544645403817
2021-11-06,Operations,Salaries,South,47473,153094,UPI,TXN107408,105621,222.48646599119502
2022-05-10,HR,Marketing,West,130305,64749,Cash,TXN107409,-65556,-50.30965810981927
2021-12-04,IT,Infrastructure,Central,112878,123749,Cash,TXN107410,10871,9.630751785113132
2022-08-02,IT,Infrastructure,North,26294,149735,Bank Transfer,TXN107411,123441,469.4645166197612
2021-01-10,IT,Utilities,South,14683,19662,UPI,TXN107412,4979,33.90996390383437
2021-02-18,Finance,Salaries,East,136745,88752,UPI,TXN107413,-47993,-35.096712859702365
2022-09-15,Operations,Travel,North,110715,73720,Bank Transfer,TXN107414,-36995,-33.414623131463664
2023-01-01,Sales,Utilities,North,43076,112722,UPI,TXN107415,69646,161.68167889311914
2023-03-06,Marketing,Utilities,North,81712,164249,Card,TXN107416,82537,101.00964362639515
2023-08-29,Sales,Utilities,Central,110136,156765,Bank Transfer,TXN107417,46629,42.33765526258444
2021-05-13,IT,Marketing,South,32567,102737,Cash,TXN107418,70170,215.46350600300917
2021-03-24,Operations,Marketing,East,88509,25396,Card,TXN107419,-63113,-71.30687274740421
2021-02-26,HR,Utilities,West,26094,34430,UPI,TXN107420,8336,31.946041235533073
2022-01-11,Sales,Training,East,32794,139078,Cash,TXN107421,106284,324.09587119595045
2021-12-15,IT,Travel,East,12000,12045,UPI,TXN107422,45,0.375
2021-09-28,Sales,Infrastructure,East,149930,132019,UPI,TXN107423,-17911,-11.946241579403722
2021-04-21,Sales,Infrastructure,West,75287,88370,Cash,TXN107424,13083,17.377502091994636
2023-05-19,Marketing,Salaries,East,91120,147326,Cash,TXN107425,56206,61.68349429323968
2023-06-06,Sales,Infrastructure,East,16782,25751,Card,TXN107426,8969,53.444166368728396
2021-03-17,IT,Infrastructure,South,111380,8586,UPI,TXN107427,-102794,-92.29125516250673
2021-11-25,Marketing,Travel,South,146188,123066,Bank Transfer,TXN107428,-23122,-15.81661969518702
2021-05-02,IT,Infrastructure,South,51405,88166,Bank Transfer,TXN107429,36761,71.51249878416496
2021-02-10,Finance,Travel,North,145455,71146,Bank Transfer,TXN107430,-74309,-51.087277852256705
2023-07-11,Finance,Marketing,East,35657,82983,UPI,TXN107431,47326,132.72569200998402
2022-10-04,Finance,Travel,Central,79287,51401,UPI,TXN107432,-27886,-35.170961191620314
2023-11-13,Sales,Marketing,Central,56620,56887,Cash,TXN107433,267,0.4715648180854822
2021-10-06,Operations,Travel,Central,141016,126035,Card,TXN107434,-14981,-10.623617178192546
2023-02-02,IT,Utilities,West,107361,98210,UPI,TXN107435,-9151,-8.523579325825951
2022-04-14,Finance,Training,South,121366,23218,Bank Transfer,TXN107436,-98148,-80.86943625067975
2021-01-09,Operations,Marketing,South,17785,149723,UPI,TXN107437,131938,741.8498734888951
2021-01-13,Finance,Marketing,South,22564,131293,Card,TXN107438,108729,481.86934940613367
2023-07-13,Finance,Infrastructure,West,32479,155769,UPI,TXN107439,123290,379.599125588842
2023-07-12,Operations,Marketing,East,137938,67717,Card,TXN107440,-70221,-50.90765416346474
2023-12-12,Finance,Travel,North,100225,138109,Cash,TXN107441,37884,37.798952357196306
2023-12-11,Sales,Utilities,South,132084,67129,Card,TXN107442,-64955,-49.177038854062566
2022-10-15,Sales,Utilities,East,38259,74968,Bank Transfer,TXN107443,36709,95.94866567343632
2022-09-13,Marketing,Infrastructure,Central,73742,86246,UPI,TXN107444,12504,16.95641561118494
2021-07-15,Sales,Travel,North,50302,137674,UPI,TXN107445,87372,173.69488290724027
2022-02-21,HR,Travel,Central,135982,116090,Bank Transfer,TXN107446,-19892,-14.628406700886881
2022-10-26,Marketing,Salaries,East,128891,70116,Card,TXN107447,-58775,-45.6005461979502
2021-05-28,Finance,Marketing,East,63529,118079,UPI,TXN107448,54550,85.86629728155646
2023-09-28,HR,Infrastructure,Central,143740,88481,UPI,TXN107449,-55259,-38.443717823848615
2021-12-30,IT,Utilities,North,32917,155793,Card,TXN107450,122876,373.2903970592703
2022-02-06,Operations,Training,Central,102688,123245,Card,TXN107451,20557,20.018892178248677
2022-08-29,IT,Salaries,Central,111545,96968,Card,TXN107452,-14577,-13.068268411851719
2021-08-17,HR,Travel,Central,76413,140288,UPI,TXN107453,63875,83.59179720728149
2022-06-21,Sales,Marketing,North,125886,27814,Bank Transfer,TXN107454,-98072,-77.90540647887771
2021-09-25,Finance,Utilities,West,43221,95593,Bank Transfer,TXN107455,52372,121.17257814488327
2023-11-01,Marketing,Salaries,North,126831,52285,Cash,TXN107456,-74546,-58.77585132972223
2021-05-06,Finance,Travel,Central,120081,149595,Card,TXN107457,29514,24.57840957353786
2021-11-02,Sales,Utilities,South,115508,38307,Bank Transfer,TXN107458,-77201,-66.8360633029747
2022-09-20,Finance,Utilities,South,19103,12668,Card,TXN107459,-6435,-33.68580851175208
2022-11-20,Operations,Travel,East,122892,36199,UPI,TXN107460,-86693,-70.54405494255118
2023-11-04,Operations,Travel,West,101579,114677,Bank Transfer,TXN107461,13098,12.894397464042765
2021-10-08,Operations,Infrastructure,East,141512,95610,UPI,TXN107462,-45902,-32.436825145570694
2022-03-19,IT,Utilities,East,109299,103454,Cash,TXN107463,-5845,-5.347715898590106
2023-04-17,Sales,Travel,South,77647,166118,Bank Transfer,TXN107464,88471,113.94001056061407
2022-01-24,Operations,Training,North,46868,135229,Bank Transfer,TXN107465,88361,188.53162072202784
2022-09-09,HR,Training,East,48983,107962,Cash,TXN107466,58979,120.40708000734949
2021-05-27,Operations,Salaries,East,46236,97483,Card,TXN107467,51247,110.83787524872393
2022-06-05,Marketing,Marketing,West,121208,155881,Bank Transfer,TXN107468,34673,28.606197610718766
2022-09-22,IT,Training,South,49241,23806,Cash,TXN107469,-25435,-51.65410938039439
2022-03-10,HR,Infrastructure,North,31650,134457,UPI,TXN107470,102807,324.82464454976304
2021-05-24,Sales,Travel,West,140462,168904,Cash,TXN107471,28442,20.248892939015533
2021-10-16,Sales,Marketing,North,58867,13029,UPI,TXN107472,-45838,-77.86705624543463
2021-01-14,Marketing,Infrastructure,North,65644,13064,Cash,TXN107473,-52580,-80.09871427700932
2021-09-14,Operations,Utilities,East,14460,160313,Bank Transfer,TXN107474,145853,1008.6652835408023
2023-05-08,HR,Marketing,West,41135,106872,Card,TXN107475,65737,159.8079494347879
2023-08-01,Marketing,Training,East,104832,133506,Bank Transfer,TXN107476,28674,27.352335164835168
2022-04-09,HR,Infrastructure,Central,121098,57382,Bank Transfer,TXN107477,-63716,-52.615237245866986
2021-09-27,Operations,Travel,North,18714,138291,UPI,TXN107478,119577,638.9708239820455
2022-09-15,Operations,Travel,West,75785,104541,Bank Transfer,TXN107479,28756,37.944184205317676
2021-03-13,Finance,Infrastructure,South,16591,137945,Cash,TXN107480,121354,731.4447592067988
2021-03-15,Finance,Utilities,East,36402,46687,Card,TXN107481,10285,28.253942091093897
2021-12-21,Operations,Training,Central,118626,70855,Bank Transfer,TXN107482,-47771,-40.27026115691332
2022-05-12,IT,Infrastructure,Central,83244,59777,Card,TXN107483,-23467,-28.190620345009847
2023-09-15,Marketing,Salaries,Central,16482,66380,UPI,TXN107484,49898,302.7423856328116
2022-08-03,Finance,Infrastructure,East,98158,127126,Bank Transfer,TXN107485,28968,29.511603740907518
2023-06-29,Operations,Infrastructure,South,139935,91532,Card,TXN107486,-48403,-34.58963090006074
2022-01-08,HR,Training,West,54953,122499,Cash,TXN107487,67546,122.91594635415719
2021-12-28,Marketing,Travel,North,131784,14041,Card,TXN107488,-117743,-89.34544405997693
2021-04-03,Finance,Utilities,South,109208,41353,Cash,TXN107489,-67855,-62.133726466925495
2021-11-20,IT,Infrastructure,East,31426,8421,Cash,TXN107490,-23005,-73.20371666772736
2022-01-19,Marketing,Marketing,West,94059,50273,UPI,TXN107491,-43786,-46.55163248599283
2022-07-29,Marketing,Travel,North,146215,91233,Card,TXN107492,-54982,-37.603529049687104
2023-01-06,Sales,Travel,West,140865,70482,Bank Transfer,TXN107493,-70383,-49.96485997231392
2023-01-07,HR,Infrastructure,North,79683,159298,Bank Transfer,TXN107494,79615,99.914661847571
2021-12-12,IT,Training,North,77883,153011,Bank Transfer,TXN107495,75128,96.46264268197167
2022-12-20,IT,Marketing,Central,57448,48227,Bank Transfer,TXN107496,-9221,-16.051037459963794
2023-02-20,IT,Infrastructure,East,64653,30905,Card,TXN107497,-33748,-52.19866054166087
2023-10-17,HR,Marketing,South,24720,83466,UPI,TXN107498,58746,237.64563106796115
2022-10-26,IT,Travel,Central,35430,135103,Bank Transfer,TXN107499,99673,281.3237369460909
2022-08-23,Sales,Marketing,Central,67063,110832,Bank Transfer,TXN107500,43769,65.26549662257877
2021-01-11,Finance,Infrastructure,West,136929,14957,Cash,TXN107501,-121972,-89.07682083415493
2021-07-06,HR,Salaries,North,102479,71425,Card,TXN107502,-31054,-30.302793743108342
2022-12-27,IT,Salaries,North,16535,121933,Cash,TXN107503,105398,637.4236468097974
2023-11-05,Operations,Marketing,West,106225,16706,Cash,TXN107504,-89519,-84.27300541303836
2023-02-17,Finance,Training,East,73402,115484,UPI,TXN107505,42082,57.3308629192665
2022-02-15,Marketing,Infrastructure,North,16156,33993,Bank Transfer,TXN107506,17837,110.40480316910126
2023-08-14,HR,Utilities,Central,74896,62324,Bank Transfer,TXN107507,-12572,-16.785943174535355
2022-08-08,Operations,Salaries,Central,90561,59166,Card,TXN107508,-31395,-34.66724086527313
2023-12-12,Marketing,Travel,North,28688,114946,Cash,TXN107509,86258,300.67624093697714
2023-11-18,Operations,Infrastructure,North,141179,21906,Bank Transfer,TXN107510,-119273,-84.48352800345661
2022-07-31,IT,Infrastructure,East,61060,35491,UPI,TXN107511,-25569,-41.87520471667213
2023-11-07,HR,Salaries,North,75199,70787,Cash,TXN107512,-4412,-5.8670992965331985
2023-09-16,IT,Utilities,East,126918,37535,UPI,TXN107513,-89383,-70.42578672843884
2023-01-13,Marketing,Travel,Central,136657,124231,UPI,TXN107514,-12426,-9.092838273926693
2021-07-23,Sales,Utilities,East,34942,157749,UPI,TXN107515,122807,351.4595615591552
2023-12-13,Operations,Travel,North,137806,60266,Bank Transfer,TXN107516,-77540,-56.26750649463739
2023-09-01,Sales,Salaries,South,62746,98504,UPI,TXN107517,35758,56.98849329040895
2023-07-29,Marketing,Infrastructure,North,12921,77794,UPI,TXN107518,64873,502.07414286819903
2023-12-14,IT,Travel,South,74770,69905,Bank Transfer,TXN107519,-4865,-6.506620302260265
2023-11-21,Finance,Infrastructure,Central,104380,17362,Bank Transfer,TXN107520,-87018,-83.36654531519449
2023-12-18,Operations,Marketing,West,11740,153327,Bank Transfer,TXN107521,141587,1206.022146507666
2021-04-15,Finance,Marketing,Central,147212,103055,Card,TXN107522,-44157,-29.995516669836697
2021-09-10,HR,Salaries,Central,71880,35138,Cash,TXN107523,-36742,-51.11574846967167
2021-10-22,Operations,Salaries,Central,118942,59345,Cash,TXN107524,-59597,-50.105933984631164
2022-10-30,Sales,Training,East,70853,150847,Card,TXN107525,79994,112.90135915204719
2022-07-03,Finance,Salaries,Central,35460,134220,Card,TXN107526,98760,278.5109983079526
2022-09-23,Marketing,Marketing,West,16993,130266,Card,TXN107527,113273,666.586241393515
2023-12-27,HR,Travel,North,136399,162867,Bank Transfer,TXN107528,26468,19.404834346292862
2021-10-26,Operations,Utilities,South,64741,84071,UPI,TXN107529,19330,29.85743192103922
2021-04-11,Marketing,Salaries,Central,17005,14950,Bank Transfer,TXN107530,-2055,-12.084680976183476
2023-12-16,HR,Utilities,South,60412,166009,UPI,TXN107531,105597,174.7947427663378
2021-11-28,Sales,Utilities,Central,90387,120919,Cash,TXN107532,30532,33.77919391062874
2023-04-16,Marketing,Marketing,East,107115,67868,UPI,TXN107533,-39247,-36.64005974886804
2022-01-28,Operations,Training,South,131927,67925,Card,TXN107534,-64002,-48.51319290213527
2023-05-24,HR,Travel,Central,33823,19826,Cash,TXN107535,-13997,-41.38308251781332
2022-01-16,IT,Marketing,Central,12334,120851,UPI,TXN107536,108517,879.8200097292039
2021-04-02,Operations,Salaries,West,114534,169233,Card,TXN107537,54699,47.75787102519776
2022-03-23,Operations,Marketing,West,133265,24366,UPI,TXN107538,-108899,-81.71612951637715
2021-04-19,Operations,Marketing,West,58200,122379,UPI,TXN107539,64179,110.27319587628865
2021-11-13,Operations,Marketing,East,76138,151839,UPI,TXN107540,75701,99.42604218655599
2022-03-18,IT,Salaries,South,75196,70846,Cash,TXN107541,-4350,-5.784882174583754
2021-08-06,Marketing,Salaries,East,58437,114556,UPI,TXN107542,56119,96.03333504457791
2022-11-04,Marketing,Marketing,North,125130,168331,Card,TXN107543,43201,34.52489411012547
2021-10-05,Marketing,Marketing,Central,86360,20496,UPI,TXN107544,-65864,-76.26679018063919
2023-10-06,Sales,Utilities,Central,81392,89876,Card,TXN107545,8484,10.42362885787301
